state,county,M_18_to_29,M_30_to_49,M_50_to_64,M_65_plus,F_18_to_29,F_30_to_49,F_50_to_64,F_65_plus,income_under_30000,income_30000_to_49999,income_50000_to_99999,income_100000_plus
Virginia,GOOCHLANDCOUNTY,1501,2509,2867,2369,1355,2694,3149,2730,1244,514,2492,4276
Virginia,GRAYSONCOUNTY,1124,1953,1832,1747,831,1601,1773,2075,2281,1561,1777,769
Virginia,GREENECOUNTY,1202,2335,2011,1378,1354,2587,2114,1910,1146,1092,2860,2396
Virginia,GREENSVILLECOUNTY,1389,2725,1415,715,514,941,921,949,1050,705,1187,525
Virginia,HALIFAXCOUNTY,2314,3428,3525,3327,2144,3710,3865,4749,5066,2996,4025,2165
Virginia,HANOVERCOUNTY,7506,12566,11460,7593,6826,13480,12318,10442,4732,5172,11600,17769
Virginia,HENRICOCOUNTY,24218,43144,29740,18440,24687,47260,34909,30016,23052,22372,38426,46494
Virginia,HENRYCOUNTY,3036,5337,5739,4726,2949,5686,6081,6912,8047,5089,5676,2547
Virginia,HIGHLANDCOUNTY,130,114,205,366,150,105,335,466,213,221,405,161
Virginia,ISLEOFWIGHTCOUNTY,2357,4307,4399,3004,2195,4551,4459,3855,2800,1877,4194,5623
Virginia,JAMESCITYCOUNTY,4471,8608,7188,7687,4365,8713,8381,10621,4493,3119,8424,13427
Virginia,KINGANDQUEENCOUNTY,457,767,871,731,329,835,774,869,639,639,905,808
Virginia,KINGGEORGECOUNTY,2010,3641,2722,1457,1778,3641,2706,1822,1054,1152,2579,4508
Virginia,KINGWILLIAMCOUNTY,1218,2112,1757,1076,1236,2171,1918,1526,881,1311,2393,1953
Virginia,LANCASTERCOUNTY,467,818,1145,1459,498,937,1282,2114,1377,1165,1545,1413
Virginia,LEECOUNTY,1744,3451,2598,2264,1298,2550,2607,2786,3893,1906,2475,790
Virginia,LOUDOUNCOUNTY,25379,64587,36315,15246,24921,66348,35653,21021,8027,8828,25035,91164
Virginia,LOUISACOUNTY,2294,4242,4252,3303,2238,4362,4565,3805,2648,2294,5079,4088
Virginia,LUNENBURGCOUNTY,861,1737,1394,1174,678,1175,1323,1465,1498,936,1487,600
Virginia,MADISONCOUNTY,685,1520,1390,1442,728,1484,1592,1581,1154,938,1688,1441
Virginia,MATHEWSCOUNTY,520,929,896,1107,413,845,1204,1423,717,631,1418,1181
Virginia,MECKLENBURGCOUNTY,2195,3087,3353,3114,1796,3100,3602,4381,4048,2093,3910,2309
Virginia,MIDDLESEXCOUNTY,568,984,1107,1408,627,854,1380,1741,1156,842,1584,1123
Virginia,MONTGOMERYCOUNTY,19222,11035,7242,4984,15179,10263,7825,6946,10207,5280,10914,9388
Virginia,NELSONCOUNTY,1011,1408,1650,1767,688,1553,1884,2140,1455,1136,2084,1805
Virginia,NEWKENTCOUNTY,1479,3251,2525,1768,1110,3064,2606,2024,1335,379,2352,3917
Virginia,NORTHAMPTONCOUNTY,722,1092,1196,1285,597,1206,1527,1769,1434,1223,1495,1090
Virginia,NORTHUMBERLANDCOUNTY,489,910,1249,2203,570,925,1550,2316,1307,1002,1904,1432
Virginia,NOTTOWAYCOUNTY,1477,2416,1640,1212,856,1570,1490,1645,1825,895,1901,882
Virginia,ORANGECOUNTY,2500,4353,3955,2969,2220,4440,4116,4034,2252,2345,5179,4432
Virginia,PAGECOUNTY,1557,2841,2662,2162,1456,2789,2718,2744,2367,2422,3394,1498
Virginia,PATRICKCOUNTY,943,1979,2104,2020,872,1849,2100,2566,2683,1509,2538,1245
Virginia,PITTSYLVANIACOUNTY,3997,6950,7060,5855,3521,6759,7380,7528,8244,4917,8757,4223
Virginia,POWHATANCOUNTY,1993,4179,3631,2452,1574,3611,3571,2785,1063,1218,3358,4825
Virginia,PRINCEEDWARDCOUNTY,4084,2231,1894,1499,3348,2022,2033,2156,2390,1744,2272,1203
Virginia,PRINCEGEORGECOUNTY,3546,6597,3648,2263,2668,4549,3539,2836,1630,1786,4231,4025
Virginia,PRINCEWILLIAMCOUNTY,36920,68362,42355,19418,34825,69090,42775,25437,12395,13811,40304,78200
Virginia,PULASKICOUNTY,2483,4115,3989,3200,2052,3822,3859,4285,4161,2155,5575,2577
Virginia,RAPPAHANNOCKCOUNTY,408,702,831,807,438,764,927,972,452,299,820,1203
Virginia,RICHMONDCOUNTY,659,1702,1112,729,463,856,696,1136,844,462,928,693
Virginia,ROANOKECOUNTY,6251,11240,9188,7891,6283,11652,10196,11467,7739,6080,12671,12200
Virginia,ROCKBRIDGECOUNTY,1402,2492,2582,2532,1310,2357,2624,3085,2509,2018,3022,1958
Virginia,ROCKINGHAMCOUNTY,5982,9411,8205,6243,6094,9522,8602,8364,5809,6597,11282,8087
Virginia,RUSSELLCOUNTY,1869,3161,3117,2321,1546,3110,3208,3145,4469,2532,2870,1270
Virginia,SCOTTCOUNTY,1435,2596,2449,2143,1202,2409,2446,2801,3181,2079,2441,1136
Virginia,SHENANDOAHCOUNTY,2839,4977,4595,3757,2769,4916,4831,5138,4275,3538,5738,3956
Virginia,SMYTHCOUNTY,2193,3559,3217,2822,1953,3651,3319,3702,4800,2736,3573,1544
Virginia,SOUTHAMPTONCOUNTY,1117,2205,2547,1557,1010,1891,2028,1877,1462,1482,2307,1555
Virginia,SPOTSYLVANIACOUNTY,10078,17184,13363,7840,9612,17904,14064,10534,5443,5631,13784,20742
Virginia,STAFFORDCOUNTY,13361,21159,14353,6659,11101,20951,14536,8552,3694,5233,12138,27116
Virginia,SURRYCOUNTY,398,624,875,582,382,681,914,767,751,409,883,673
Virginia,SUSSEXCOUNTY,1547,2141,1221,817,578,956,1047,1091,1030,648,1227,769
Virginia,TAZEWELLCOUNTY,2816,5252,4271,3691,2490,4618,4598,5142,5451,3908,4171,2666
Virginia,WARRENCOUNTY,3059,4820,4703,2761,3046,4733,4472,3432,2728,2120,4926,4782
Virginia,WASHINGTONCOUNTY,3759,6377,5883,5275,3379,6213,6266,6695,6475,4323,6873,4339
Virginia,WESTMORELANDCOUNTY,1124,1846,1943,1929,1116,1910,2044,2447,2144,1550,2170,1967
Virginia,WISECOUNTY,3559,5431,4059,2853,2548,4318,3958,3757,5756,2785,4753,1537
Virginia,WYTHECOUNTY,1804,3484,3133,2410,1647,3452,3445,3347,3323,2725,4359,2006
Virginia,YORKCOUNTY,5218,8679,6573,4561,4557,8891,7220,6060,2706,2728,8247,11643
Virginia,ALEXANDRIACITY,11262,29087,13118,7159,13297,29686,14384,10529,8074,6627,19392,36773
Virginia,BRISTOLCITY,1192,1997,1643,1377,1218,2080,1697,2146,2760,1636,1784,1345
Virginia,BUENAVISTACITY,692,668,485,431,827,603,696,695,1015,645,498,413
Virginia,CHARLOTTESVILLECITY,7041,6259,3424,2180,7384,6452,3782,3199,5010,3028,4896,5769
Virginia,CHESAPEAKECITY,19288,32663,22766,12972,18039,33894,25019,18295,12299,12501,28408,33776
Virginia,COLONIALHEIGHTSCITY,1072,1821,1740,1313,1297,2229,1779,1995,1520,1348,2241,1883
Virginia,COVINGTONCITY,463,619,579,435,375,635,634,636,852,610,624,358
Virginia,DANVILLECITY,3130,4096,3665,2871,3077,4709,4684,5200,7740,4025,4499,2137
Virginia,EMPORIACITY,308,561,440,240,448,649,486,585,1037,371,353,272
Virginia,FAIRFAXCITY,1951,3182,2291,1285,1848,3150,2262,2118,1247,886,1955,4797
Virginia,FALLSCHURCHCITY,806,2130,1311,692,962,2021,1693,1098,365,238,1298,3694
Virginia,FRANKLINCITY,457,820,564,658,448,987,1081,903,1065,571,1101,639
Virginia,FREDERICKSBURGCITY,3510,3358,2387,1182,4673,3521,2393,1887,2248,1396,3697,3591
Virginia,GALAXCITY,244,715,599,461,406,831,671,741,1064,634,505,368
Virginia,HAMPTONCITY,14150,15296,12343,7854,13172,16901,14104,12024,13401,10431,18325,12604
Virginia,HARRISONBURGCITY,9718,6271,3188,1908,11686,5656,3389,2808,5204,3291,4978,3212
Virginia,HOPEWELLCITY,1674,2490,1979,1247,1869,2908,2357,2114,3335,2052,2712,1386
Virginia,LEXINGTONCITY,2640,502,341,418,1245,348,519,576,691,214,638,401
Virginia,LYNCHBURGCITY,12776,7341,5281,4074,14352,7821,6478,6877,7999,6737,9126,4717
Virginia,MANASSASCITY,3436,6017,3528,1855,3355,5615,3895,2285,1781,1417,3990,5683
Virginia,MANASSASPARKCITY,1440,3046,1484,680,1527,2553,1439,736,353,498,1848,1828
Virginia,MARTINSVILLECITY,848,1280,1205,844,931,1496,1489,1421,2393,1423,1234,697
Virginia,NEWPORTNEWSCITY,19165,22083,14701,8839,18204,23639,16886,13766,18131,14486,23632,14694
Virginia,NORFOLKCITY,41831,31610,18175,10374,28385,28492,20547,15828,24998,17127,28404,19111
Virginia,NORTONCITY,430,356,405,245,234,473,580,584,930,220,413,217
Virginia,PETERSBURGCITY,2624,3313,2854,1767,3042,3853,3472,3226,4708,2998,3962,1312
Virginia,POQUOSONCITY,791,1498,1276,1022,728,1440,1359,1321,503,426,1248,2338
Virginia,PORTSMOUTHCITY,9025,11594,8122,5240,8211,12375,9477,8232,10225,7837,12424,6871
Virginia,RADFORDCITY,3946,1414,1259,574,4853,1526,1275,912,2606,859,1309,920
Virginia,RICHMONDCITY,25850,30985,19282,11094,29534,31442,22147,17694,27967,17294,25178,21246
Virginia,ROANOKECITY,7407,12881,9223,5603,8025,13135,10110,9805,14618,7615,12262,6705
Virginia,SALEMCITY,2304,2963,2376,1784,2410,2867,2777,2853,2280,1378,3435,2691
Virginia,STAUNTONCITY,1493,2976,2146,1937,2408,3177,2553,3044,2902,2110,3207,2387
Virginia,SUFFOLKCITY,6625,11569,8953,5392,6557,12723,9722,7429,6437,4426,10411,13321
Virginia,VIRGINIABEACHCITY,42268,61067,39546,24703,37745,61811,44558,36548,24008,24083,58669,64076
Virginia,WAYNESBOROCITY,1432,2723,2346,1295,1845,2860,2073,2382,3008,2240,2351,1686
Virginia,WILLIAMSBURGCITY,2838,1035,1005,932,3651,1328,1099,1324,1148,715,1365,1288
Virginia,WINCHESTERCITY,2479,3275,2515,1793,2559,3348,2709,2649,2349,1859,3642,2575
Washington,ADAMSCOUNTY,1716,2332,1407,953,1545,2131,1434,1144,1734,1163,2058,1085
Washington,ASOTINCOUNTY,1448,2501,2321,2313,1455,2529,2487,2778,2074,2121,2913,2008
Washington,BENTONCOUNTY,15622,25654,17828,12635,14923,25059,18325,16040,13044,11515,24271,24744
Washington,CHELANCOUNTY,5653,8931,7519,6159,5289,8748,7842,7680,6515,5775,9213,8124
Washington,CLALLAMCOUNTY,4725,8033,7768,9571,3988,7546,8860,12108,8942,6115,10680,7367
Washington,CLARKCOUNTY,36616,63621,45226,30555,34758,64556,47360,40616,26907,26841,58832,66098
Washington,COLUMBIACOUNTY,245,445,408,513,194,455,429,613,460,202,670,473
Washington,COWLITZCOUNTY,7606,12973,10985,8611,7439,12972,11113,10999,10730,7563,14007,9963
Washington,DOUGLASCOUNTY,3246,5227,3863,3168,2739,5127,3901,3989,2521,3043,5706,4287
Washington,FERRYCOUNTY,396,873,852,1000,365,825,997,1036,1218,671,689,673
Washington,FRANKLINCOUNTY,8369,13765,6579,4030,7446,11923,6244,4500,5164,4550,9186,8493
Washington,GARFIELDCOUNTY,159,184,272,298,97,248,250,287,203,287,386,156
Washington,GRANTCOUNTY,8487,11735,7969,5874,7678,11111,7720,7022,7789,5892,11006,7490
Washington,GRAYSHARBORCOUNTY,5307,9265,8102,6924,4251,8007,7890,8389,7808,7121,9479,5446
Washington,ISLANDCOUNTY,7711,9191,7714,8958,5969,8739,8913,10961,5993,5769,12601,11087
Washington,JEFFERSONCOUNTY,1541,2810,3722,5103,1341,2694,4290,5993,3738,2537,4878,3955
Washington,KINGCOUNTY,198129,356820,203113,116109,185988,335566,202984,162804,123511,97582,232902,447044
Washington,KITSAPCOUNTY,27183,34015,26076,20368,19590,31775,27440,25853,16377,14374,35463,39411
Washington,KITTITASCOUNTY,6643,5036,4080,3317,6778,4645,4412,3926,4625,3697,5894,5050
Washington,KLICKITATCOUNTY,1235,2717,2412,2530,1173,2552,2499,2582,2225,1959,3120,1998
Washington,LEWISCOUNTY,5651,9191,8076,7263,5036,9156,8492,8688,7902,7110,10256,6590
Washington,LINCOLNCOUNTY,574,1088,1192,1260,543,1051,1242,1393,1013,1043,1554,1096
Washington,MASONCOUNTY,5085,7904,7202,6650,3549,6843,7147,7800,5587,4606,8753,6350
Washington,OKANOGANCOUNTY,2658,4773,4233,4137,2564,4577,4398,4622,5473,3658,5705,2873
Washington,PACIFICCOUNTY,1200,2175,2411,3007,1091,2046,2757,3622,2970,1729,3152,1837
Washington,PENDOREILLECOUNTY,808,1348,1649,1756,703,1239,1690,1757,1370,1335,2020,1161
Washington,PIERCECOUNTY,81866,120469,81237,49812,71754,120600,84668,67982,52207,50410,109948,119099
Washington,SANJUANCOUNTY,746,1604,1984,2618,756,1725,2252,2904,1867,1307,2509,2686
Washington,SKAGITCOUNTY,9239,15183,12152,11104,8702,14963,12962,14159,8819,8165,17165,15351
Washington,SKAMANIACOUNTY,624,1334,1574,1150,569,1534,1598,1205,1085,775,1428,1675
Washington,SNOHOMISHCOUNTY,62488,119376,82066,44557,58332,114325,82058,60496,38994,33908,93976,131561
Washington,SPOKANECOUNTY,45330,66320,47368,34193,42875,64685,50410,45553,47587,39968,66442,53794
Washington,STEVENSCOUNTY,2613,4596,5120,4742,2555,4683,5451,5409,4820,3446,5686,3906
Washington,THURSTONCOUNTY,22309,37961,25691,20100,21426,38599,28616,27170,19135,17476,37730,38801
Washington,WAHKIAKUMCOUNTY,149,425,437,667,194,346,605,682,448,372,613,499
Washington,WALLAWALLACOUNTY,6337,7605,5533,4259,5505,6348,5606,6041,5358,4588,7118,6012
Washington,WHATCOMCOUNTY,23914,27180,19559,16350,23784,26703,20963,20978,19030,14056,29812,25791
Washington,WHITMANCOUNTY,11135,4699,3055,2339,10368,4543,3060,2803,7399,3245,4550,3588
Washington,YAKIMACOUNTY,21313,29850,20117,14013,20384,29652,20348,18648,19931,18970,28731,17315
West Virginia,BARBOURCOUNTY,1393,1803,1621,1496,1497,1928,1737,1744,2503,1598,1553,961
West Virginia,BERKELEYCOUNTY,8522,15845,11787,7376,8634,16037,11976,9282,8938,7904,16908,12268
West Virginia,BOONECOUNTY,1501,2661,2359,1814,1254,2721,2374,2338,3145,1527,2863,1236
West Virginia,BRAXTONCOUNTY,932,1597,1528,1373,833,1607,1535,1668,1871,1137,1604,734
West Virginia,BROOKECOUNTY,1823,2392,2425,2175,1561,2395,2500,2869,2651,2911,3264,1410
West Virginia,CABELLCOUNTY,9373,10948,8119,6964,9368,10703,8894,9855,15325,7146,10206,6602
West Virginia,CALHOUNCOUNTY,380,804,870,804,386,786,867,888,1161,501,692,378
West Virginia,CLAYCOUNTY,544,942,970,813,498,997,958,906,1497,740,691,345
West Virginia,DODDRIDGECOUNTY,865,1225,1002,826,469,917,901,896,627,727,646,730
West Virginia,FAYETTECOUNTY,2867,5559,4601,3662,2512,5013,4584,4972,6360,3432,5466,2155
West Virginia,GILMERCOUNTY,1049,1484,796,629,750,643,696,705,877,614,868,253
West Virginia,GRANTCOUNTY,877,1258,1255,1243,710,1258,1255,1458,1545,1270,1698,542
West Virginia,GREENBRIERCOUNTY,2321,3880,3728,3396,2055,4089,3951,4406,5999,3274,4060,1977
West Virginia,HAMPSHIRECOUNTY,1533,2608,2822,2444,1395,2564,2688,2629,2554,2413,3024,1419
West Virginia,HANCOCKCOUNTY,1808,3363,3212,2518,1666,3384,3406,3799,3792,2800,4193,1875
West Virginia,HARDYCOUNTY,784,1691,1524,1431,768,1662,1475,1501,1518,1873,1839,966
West Virginia,HARRISONCOUNTY,4526,8381,6958,5111,4402,8482,7253,7362,7715,5151,7853,6334
West Virginia,JACKSONCOUNTY,1870,3498,3067,2345,1708,3403,3175,3180,3570,2530,3373,2281
West Virginia,JEFFERSONCOUNTY,3888,7338,6113,4017,3860,7561,6283,4997,3620,2649,6258,8565
West Virginia,KANAWHACOUNTY,12565,21728,18528,14564,12522,22012,20295,21017,25273,16839,21751,15641
West Virginia,LEWISCOUNTY,1092,1909,1719,1329,987,1842,1742,1777,2133,1385,1786,1090
West Virginia,LINCOLNCOUNTY,1271,2474,2204,1741,1245,2536,2294,2082,3331,1297,2157,1193
West Virginia,LOGANCOUNTY,2285,4087,3341,2756,2015,4059,3516,3668,5852,2881,3285,2258
West Virginia,MCDOWELLCOUNTY,1165,2352,1941,1705,954,1889,2175,2110,4182,1498,1306,434
West Virginia,MARIONCOUNTY,5046,6692,5312,4532,4817,6589,5507,6092,6656,4017,7659,4557
West Virginia,MARSHALLCOUNTY,2067,3713,3461,2775,1886,3424,3454,3825,4422,2231,3525,2457
West Virginia,MASONCOUNTY,1722,2909,2861,2330,1675,3372,3069,3037,3125,2027,3334,2135
West Virginia,MERCERCOUNTY,4374,6511,5479,5289,4364,7112,6266,7337,9459,5891,7327,2708
West Virginia,MINERALCOUNTY,2180,3086,2699,2534,1758,3072,2985,3158,2748,2618,4058,1531
West Virginia,MINGOCOUNTY,1542,2778,2495,1967,1491,2969,2729,2445,4571,2307,2720,808
West Virginia,MONONGALIACOUNTY,17131,14198,8238,5663,14952,12511,8350,7521,12143,6521,10260,11396
West Virginia,MONROECOUNTY,736,1550,1445,1372,753,1414,1470,1753,1702,1302,1863,564
West Virginia,MORGANCOUNTY,1181,1954,2200,1844,1059,1917,2166,2196,1481,1855,2839,1513
West Virginia,NICHOLASCOUNTY,1497,2879,2572,2627,1447,2936,2805,2871,3883,2597,2822,1276
West Virginia,OHIOCOUNTY,3358,4657,4083,3485,3434,4695,4476,5215,5721,3120,4507,3868
West Virginia,PENDLETONCOUNTY,405,683,921,855,346,654,814,1027,1096,603,1116,371
West Virginia,PLEASANTSCOUNTY,643,1083,865,580,413,794,797,728,831,490,923,638
West Virginia,POCAHONTASCOUNTY,512,995,1023,942,452,842,959,1106,1459,615,1010,424
West Virginia,PRESTONCOUNTY,2489,4752,3701,2935,2083,4043,3483,3598,3571,2769,3664,2708
West Virginia,PUTNAMCOUNTY,3663,7100,5838,4339,3516,7440,6000,5731,4792,4083,6678,6341
West Virginia,RALEIGHCOUNTY,5548,9774,7088,6309,4720,9086,7431,8498,11747,5765,8627,5276
West Virginia,RANDOLPHCOUNTY,2286,3601,3073,2828,1843,3068,2953,3340,3756,2234,3163,1714
West Virginia,RITCHIECOUNTY,579,1061,1171,968,550,1070,1077,1222,1162,1262,1276,585
West Virginia,ROANECOUNTY,844,1540,1556,1351,764,1596,1555,1578,2235,1372,1524,649
West Virginia,SUMMERSCOUNTY,637,1263,1371,1424,762,1718,1616,1763,2256,944,1482,673
West Virginia,TAYLORCOUNTY,1112,2152,1822,1419,983,2179,1834,1817,1957,1204,2027,1422
West Virginia,TUCKERCOUNTY,465,752,822,812,414,773,820,925,1000,659,1078,420
West Virginia,TYLERCOUNTY,540,979,1063,884,513,941,1037,1025,996,750,1058,545
West Virginia,UPSHURCOUNTY,2083,2750,2465,2180,2040,2651,2540,2635,3424,2221,2626,1410
West Virginia,WAYNECOUNTY,2688,4676,4080,3609,2606,4890,4451,4524,5718,2837,4772,2209
West Virginia,WEBSTERCOUNTY,507,918,943,822,459,910,959,1016,1636,644,941,336
West Virginia,WETZELCOUNTY,1018,1634,1615,1502,959,1688,1664,2008,1958,1434,1909,831
West Virginia,WIRTCOUNTY,328,668,676,575,311,681,740,551,848,524,843,324
West Virginia,WOODCOUNTY,5688,9926,8619,6973,5621,10232,9380,9585,10977,6593,10666,6535
West Virginia,WYOMINGCOUNTY,1298,2483,2200,1905,1229,2510,2320,2449,3028,1817,2501,1176
Wisconsin,ADAMSCOUNTY,1143,2391,2797,2811,780,1635,2551,2931,2655,2010,3113,1351
Wisconsin,ASHLANDCOUNTY,1223,1679,1678,1324,1062,1706,1736,1593,2081,1307,2049,1057
Wisconsin,BARRONCOUNTY,3022,5124,4949,4187,2654,4900,4834,5286,4934,4055,6255,3693
Wisconsin,BAYFIELDCOUNTY,763,1459,1960,1954,695,1417,1961,2095,1730,1245,2617,1464
Wisconsin,BROWNCOUNTY,21278,33961,25820,15735,20873,32949,26440,21459,21506,19835,35878,29748
Wisconsin,BUFFALOCOUNTY,812,1467,1587,1283,720,1445,1489,1441,1266,1191,2223,1149
Wisconsin,BURNETTCOUNTY,735,1446,2005,2034,722,1416,1934,2180,1904,1506,2559,1368
Wisconsin,CALUMETCOUNTY,3355,6484,5750,3049,2983,6477,5632,3957,3096,3334,6788,7107
Wisconsin,CHIPPEWACOUNTY,4485,8983,7352,4775,3708,7371,6670,6045,5629,5475,8654,6830
Wisconsin,CLARKCOUNTY,2303,3742,3597,2362,2159,3569,3339,3039,3035,2794,4689,2421
Wisconsin,COLUMBIACOUNTY,4021,7585,6626,4316,3466,6847,6344,5409,4340,4068,8801,7268
Wisconsin,CRAWFORDCOUNTY,1214,1819,1844,1628,819,1624,1851,1933,1951,1343,2235,1180
Wisconsin,DANECOUNTY,60454,73316,46018,30309,57800,70935,49020,41076,38294,33194,71921,81771
Wisconsin,DODGECOUNTY,6552,12562,10789,5959,5208,9977,9595,8474,6539,7710,13147,8048
Wisconsin,DOORCOUNTY,1376,2845,3287,3543,1303,2666,3413,4386,2614,2657,4721,3444
Wisconsin,DOUGLASCOUNTY,3338,5373,4842,3652,3147,5273,4858,4187,4765,3850,6147,4384
Wisconsin,DUNNCOUNTY,5708,5061,4106,2867,5458,4846,4032,3810,4161,2949,5754,4200
Wisconsin,EAUCLAIRECOUNTY,11825,12411,9157,6468,12404,12005,9164,8868,9189,7385,13940,11069
Wisconsin,FLORENCECOUNTY,181,442,659,496,187,372,669,582,584,451,680,361
Wisconsin,FONDDULACCOUNTY,7387,12468,11195,7520,7335,12312,11165,10363,8098,6998,14914,11413
Wisconsin,FORESTCOUNTY,646,911,1038,926,552,899,1072,1056,1148,796,1319,553
Wisconsin,GRANTCOUNTY,6860,5611,4825,3432,4987,4910,4794,4928,5091,4200,6744,3903
Wisconsin,GREENCOUNTY,2253,4434,4277,2943,2272,4419,4131,3661,3072,2753,5274,4340
Wisconsin,GREENLAKECOUNTY,1165,2068,2179,1748,1058,1926,2093,2202,1966,1529,2768,1808
Wisconsin,IOWACOUNTY,1468,2818,2758,1905,1358,2723,2767,2284,1958,1374,3400,2921
Wisconsin,IRONCOUNTY,255,550,777,778,239,544,729,895,905,632,863,432
Wisconsin,JACKSONCOUNTY,1683,2715,2394,1773,1131,2130,2138,1994,2181,1589,2893,1615
Wisconsin,JEFFERSONCOUNTY,6469,10831,9201,6229,6060,10541,9352,7789,6429,6619,10930,10058
Wisconsin,JUNEAUCOUNTY,1765,3698,3376,2374,1384,2691,2916,2819,2698,2309,3937,1869
Wisconsin,KENOSHACOUNTY,14011,21431,17775,9610,13461,21634,18242,13182,13610,10435,21283,19266
Wisconsin,KEWAUNEECOUNTY,1311,2436,2358,1779,1194,2318,2247,2192,1501,1631,2978,2305
Wisconsin,LACROSSECOUNTY,12740,13632,10582,7651,14107,13138,11328,10646,10824,9092,15957,12288
Wisconsin,LAFAYETTECOUNTY,1101,1881,1852,1319,1030,1812,1812,1634,1610,1148,2569,1447
Wisconsin,LANGLADECOUNTY,1247,1934,2426,1808,1024,1952,2296,2430,2257,1958,2988,1435
Wisconsin,LINCOLNCOUNTY,1755,3156,3643,2550,1542,3050,3487,3168,2999,2381,4522,2806
Wisconsin,MANITOWOCCOUNTY,5093,9238,9326,6714,4846,8757,9345,8752,7869,7081,12144,7658
Wisconsin,MARATHONCOUNTY,9650,16799,14612,9798,8968,16307,14405,12766,11193,10831,20178,14037
Wisconsin,MARINETTECOUNTY,2421,4292,5117,4052,2222,4156,4948,4992,5390,3847,6599,3366
Wisconsin,MARQUETTECOUNTY,814,1590,2040,1638,728,1539,1896,1940,1665,1565,2354,1261
Wisconsin,MENOMINEECOUNTY,393,386,441,248,369,452,437,328,465,235,368,299
Wisconsin,MILWAUKEECOUNTY,85442,121813,81254,49010,86946,128586,88367,74001,112729,73353,115872,83628
Wisconsin,MONROECOUNTY,2974,5873,5092,3258,2711,5394,4728,4025,3788,3888,6341,4156
Wisconsin,OCONTOCOUNTY,2133,4352,5020,3549,2069,4223,4649,3940,3512,2779,6013,4027
Wisconsin,ONEIDACOUNTY,1965,3592,4563,3908,1848,3403,4767,4718,3947,2975,5245,3735
Wisconsin,OUTAGAMIECOUNTY,14558,24703,18930,11178,13537,23861,19554,15216,13585,12791,26270,22165
Wisconsin,OZAUKEECOUNTY,6093,10178,9891,7063,5789,10135,10404,9695,5027,5662,10549,15068
Wisconsin,PEPINCOUNTY,466,764,893,734,389,779,844,819,736,511,1089,751
Wisconsin,PIERCECOUNTY,4201,4891,4348,2843,4846,4796,4297,3168,2405,2558,5434,5423
Wisconsin,POLKCOUNTY,2616,5045,5280,4003,2390,4877,5270,4630,4127,3569,6519,4666
Wisconsin,PORTAGECOUNTY,8285,7906,7042,4948,7690,7530,6970,6270,6272,5139,9705,7636
Wisconsin,PRICECOUNTY,749,1424,1846,1539,661,1231,1710,1766,1914,1513,2331,987
Wisconsin,RACINECOUNTY,14761,23776,20817,12817,13452,23824,21561,17876,17700,13263,24595,21953
Wisconsin,RICHLANDCOUNTY,1118,1875,1899,1683,982,1807,1953,2115,2106,1607,2620,1344
Wisconsin,ROCKCOUNTY,12106,19995,16588,10987,11693,20353,17164,14970,15798,11244,22321,15142
Wisconsin,RUSKCOUNTY,812,1478,1739,1418,698,1377,1692,1790,1840,1447,2174,964
Wisconsin,ST.CROIXCOUNTY,5752,12197,9632,5362,5569,12107,9568,6666,4595,4691,11556,14149
Wisconsin,SAUKCOUNTY,4303,8156,6670,4660,3938,7898,6747,6475,5910,4829,9426,6707
Wisconsin,SAWYERCOUNTY,1001,1675,2037,2012,773,1574,2017,2143,2338,1579,2603,1464
Wisconsin,SHAWANOCOUNTY,2535,4581,4751,3715,2390,4455,4687,4563,4228,3163,6272,3474
Wisconsin,SHEBOYGANCOUNTY,8641,14339,12590,8278,7595,13406,12433,11285,9240,9626,16985,11969
Wisconsin,TAYLORCOUNTY,1226,2295,2470,1709,1107,2225,2313,2024,2266,1864,2905,1643
Wisconsin,TREMPEALEAUCOUNTY,1838,3591,3231,2336,1779,3355,2988,2795,2508,2444,4721,2583
Wisconsin,VERNONCOUNTY,1806,3232,3411,2599,1689,3265,3346,3116,3434,2397,3968,2544
Wisconsin,VILASCOUNTY,1086,1904,2900,3006,916,1821,2848,3482,2994,2597,3468,1995
Wisconsin,WALWORTHCOUNTY,9602,11577,10888,7653,9082,11358,11120,9861,8209,7252,14223,11916
Wisconsin,WASHBURNCOUNTY,740,1529,1969,1915,734,1603,2014,2106,1984,1592,2413,1373
Wisconsin,WASHINGTONCOUNTY,8634,16848,15746,9828,7871,16411,15865,13313,7817,7988,18604,20188
Wisconsin,WAUKESHACOUNTY,25981,49093,45073,30165,25267,49050,46710,41330,22126,21296,46391,70895
Wisconsin,WAUPACACOUNTY,3226,6028,6232,4360,2985,5722,5893,5401,4861,4644,8119,5106
Wisconsin,WAUSHARACOUNTY,1444,2954,3222,2683,1142,2281,2872,2961,2500,2256,3502,1942
Wisconsin,WINNEBAGOCOUNTY,16379,21950,17394,10915,15537,19654,17241,15239,16073,14003,24077,17401
Wisconsin,WOODCOUNTY,4645,8382,8128,5923,4464,8232,8365,8132,8007,6740,11769,6548
Wyoming,ALBANYCOUNTY,7838,4318,2454,2078,6846,3632,2806,2360,5004,2812,4344,3925
Wyoming,BIGHORNCOUNTY,751,1361,1110,1078,670,1243,1169,1267,1151,976,1439,812
Wyoming,CAMPBELLCOUNTY,3697,6953,4706,2151,3482,6050,4519,2402,3619,2133,5803,6213
