state,county,M_18_to_29,M_30_to_49,M_50_to_64,M_65_plus,F_18_to_29,F_30_to_49,F_50_to_64,F_65_plus,income_under_30000,income_30000_to_49999,income_50000_to_99999,income_100000_plus
Nebraska,FRANKLINCOUNTY,165,289,348,319,165,297,341,433,339,328,451,218
Nebraska,FRONTIERCOUNTY,222,254,261,310,218,239,252,329,288,189,432,207
Nebraska,FURNASCOUNTY,288,482,503,484,264,463,480,652,562,447,791,342
Nebraska,GAGECOUNTY,1393,2492,2309,1825,1221,2358,2388,2446,2483,1977,2817,1894
Nebraska,GARDENCOUNTY,75,204,228,224,42,230,204,272,288,334,264,104
Nebraska,GARFIELDCOUNTY,140,183,238,216,137,176,205,296,175,195,337,155
Nebraska,GOSPERCOUNTY,53,205,243,295,80,220,267,253,195,196,379,207
Nebraska,GRANTCOUNTY,54,83,60,75,40,64,66,68,123,46,96,41
Nebraska,GREELEYCOUNTY,128,248,238,232,127,226,246,326,273,278,296,177
Nebraska,HALLCOUNTY,4733,7608,5700,3798,4191,7567,5522,4936,5301,4727,8120,5291
Nebraska,HAMILTONCOUNTY,574,1041,950,775,617,1040,990,960,508,716,1278,1159
Nebraska,HARLANCOUNTY,199,339,391,324,203,304,332,461,412,303,386,385
Nebraska,HAYESCOUNTY,52,89,138,81,33,89,106,108,103,73,154,52
Nebraska,HITCHCOCKCOUNTY,156,293,283,304,115,283,275,380,377,362,405,167
Nebraska,HOLTCOUNTY,592,1053,1111,855,606,958,1096,1194,1009,736,1775,876
Nebraska,HOOKERCOUNTY,82,82,68,64,33,67,74,108,61,111,120,31
Nebraska,HOWARDCOUNTY,356,753,670,584,350,715,670,705,597,658,1051,466
Nebraska,JEFFERSONCOUNTY,364,769,802,679,390,727,826,963,1039,671,1044,524
Nebraska,JOHNSONCOUNTY,494,1022,603,360,262,403,438,512,453,416,552,350
Nebraska,KEARNEYCOUNTY,438,766,634,484,381,741,681,696,571,694,868,724
Nebraska,KEITHCOUNTY,432,843,947,968,407,815,818,1163,1094,728,1345,731
Nebraska,KEYAPAHACOUNTY,56,74,114,95,32,92,91,93,96,52,114,82
Nebraska,KIMBALLCOUNTY,239,407,401,405,191,385,360,502,467,380,592,193
Nebraska,KNOXCOUNTY,480,830,878,807,459,760,874,1156,869,869,1349,614
Nebraska,LANCASTERCOUNTY,36305,40243,25612,17729,34295,37211,26366,24405,27107,23461,41490,34855
Nebraska,LINCOLNCOUNTY,2295,4311,3432,2727,2106,4242,3577,3689,3497,2536,5174,3384
Nebraska,LOGANCOUNTY,33,111,82,70,47,125,70,88,76,95,88,55
Nebraska,LOUPCOUNTY,88,56,89,59,38,68,63,98,82,85,112,36
Nebraska,MCPHERSONCOUNTY,17,29,48,73,29,20,89,59,42,17,79,29
Nebraska,MADISONCOUNTY,2845,4139,3536,1977,2754,4006,3392,3034,3914,3029,4518,2919
Nebraska,MERRICKCOUNTY,476,874,878,657,547,862,811,873,793,955,1085,635
Nebraska,MORRILLCOUNTY,342,537,473,402,281,506,498,487,586,526,547,361
Nebraska,NANCECOUNTY,227,367,444,267,202,360,392,446,418,319,552,287
Nebraska,NEMAHACOUNTY,664,763,650,582,630,719,671,741,839,579,817,646
Nebraska,NUCKOLLSCOUNTY,242,427,468,411,211,384,484,629,467,410,704,297
Nebraska,OTOECOUNTY,1106,1831,1580,1211,926,1915,1674,1718,1360,1129,2302,1754
Nebraska,PAWNEECOUNTY,146,233,272,289,131,253,285,408,436,234,394,168
Nebraska,PERKINSCOUNTY,172,347,266,268,129,309,274,353,288,246,391,321
Nebraska,PHELPSCOUNTY,595,1095,905,695,512,1004,896,1095,1047,659,1239,975
Nebraska,PIERCECOUNTY,451,815,757,554,385,789,810,739,716,667,984,692
Nebraska,PLATTECOUNTY,2510,4124,3140,2423,2164,3583,3177,3148,2645,2863,4852,2901
Nebraska,POLKCOUNTY,310,544,593,450,300,591,534,606,360,438,899,422
Nebraska,REDWILLOWCOUNTY,848,1127,1053,785,684,1143,1142,1187,1304,1112,1389,800
Nebraska,RICHARDSONCOUNTY,478,822,909,721,385,859,867,1062,1261,827,992,586
Nebraska,ROCKCOUNTY,126,139,159,124,92,125,130,189,146,156,176,136
Nebraska,SALINECOUNTY,1319,1826,1229,883,1244,1785,1262,1099,1236,882,1687,1119
Nebraska,SARPYCOUNTY,14957,26014,15692,8712,13440,25818,16125,11956,8716,9694,22089,27101
Nebraska,SAUNDERSCOUNTY,1391,2404,2404,1628,1281,2412,2345,2054,1401,1410,2981,2721
Nebraska,SCOTTSBLUFFCOUNTY,2598,4001,3285,2617,2532,4142,3581,3891,4152,2707,4790,2919
Nebraska,SEWARDCOUNTY,1741,1967,1632,1183,1384,1889,1625,1609,1209,1061,2475,2036
Nebraska,SHERIDANCOUNTY,266,589,503,492,282,522,537,753,702,609,697,364
Nebraska,SHERMANCOUNTY,160,297,347,341,162,272,339,443,341,332,525,224
Nebraska,SIOUXCOUNTY,82,102,151,118,146,90,154,132,130,172,146,93
Nebraska,STANTONCOUNTY,392,752,642,462,333,628,634,565,408,448,995,541
Nebraska,THAYERCOUNTY,290,511,536,504,253,466,526,703,531,503,857,371
Nebraska,THOMASCOUNTY,37,65,41,61,45,66,57,88,54,45,72,77
Nebraska,THURSTONCOUNTY,623,694,522,364,610,722,589,476,589,413,755,448
Nebraska,VALLEYCOUNTY,205,424,414,465,246,411,441,556,489,395,678,302
Nebraska,WASHINGTONCOUNTY,1265,2378,2202,1496,1235,2474,2271,1986,1338,1429,2673,2955
Nebraska,WAYNECOUNTY,1276,955,811,577,1328,897,806,792,994,570,1503,767
Nebraska,WEBSTERCOUNTY,248,368,405,306,195,335,377,449,375,392,504,291
Nebraska,WHEELERCOUNTY,29,81,99,92,8,69,93,124,101,93,124,45
Nebraska,YORKCOUNTY,1070,1395,1271,1039,1067,1586,1361,1532,1240,1081,2007,1432
Nevada,CHURCHILLCOUNTY,2037,2769,2549,2034,1693,2601,2633,2452,2673,2022,3199,2241
Nevada,CLARKCOUNTY,178755,313566,201839,141526,173649,309593,204591,176366,182591,153982,258666,217246
Nevada,DOUGLASCOUNTY,2682,4969,5730,6286,2320,4740,6231,6943,3384,3288,7614,6729
Nevada,ELKOCOUNTY,4476,7426,5192,2865,3944,6663,4593,3053,3883,1997,5640,6911
Nevada,ESMERALDACOUNTY,20,88,163,157,28,159,172,105,242,125,109,56
Nevada,EUREKACOUNTY,93,220,177,174,58,226,215,148,171,74,242,189
Nevada,HUMBOLDTCOUNTY,1088,2453,1611,1325,1153,1987,1436,1266,1535,1198,2012,1921
Nevada,LANDERCOUNTY,360,850,708,264,200,568,630,447,678,302,495,888
Nevada,LINCOLNCOUNTY,530,788,436,586,331,512,443,568,560,303,795,347
Nevada,LYONCOUNTY,3619,6888,5879,5491,3448,6507,5752,5908,4966,3779,7879,4893
Nevada,MINERALCOUNTY,224,315,511,709,449,416,522,633,948,325,410,190
Nevada,NYECOUNTY,2778,4292,5391,6386,2074,4078,5545,6752,5831,4265,6453,2800
Nevada,PERSHINGCOUNTY,663,1487,963,568,266,538,515,451,539,365,702,418
Nevada,STOREYCOUNTY,275,351,516,657,198,386,389,615,265,413,544,562
Nevada,WASHOECOUNTY,39754,61305,45039,33007,37688,58378,45657,39671,36090,30978,60306,59100
Nevada,WHITEPINECOUNTY,929,1763,1149,814,417,937,810,842,936,650,1395,796
Nevada,CARSONCITY,4260,7222,6075,4654,3550,6001,5635,6098,5218,4833,7819,5480
New Hampshire,BELKNAPCOUNTY,4026,6593,7404,5660,3586,6988,7815,7102,5211,4394,8069,8087
New Hampshire,CARROLLCOUNTY,2639,4741,6144,6254,2466,4784,6444,6915,4896,3723,7268,6512
New Hampshire,CHESHIRECOUNTY,6547,8425,8358,6102,6793,8473,8679,8215,6468,4751,10947,8477
New Hampshire,COOSCOUNTY,2387,4080,3987,3363,1550,3141,3763,3892,3818,3565,4285,2528
New Hampshire,GRAFTONCOUNTY,9105,9601,9624,7840,8458,10118,10279,9884,7797,5544,11288,10644
New Hampshire,HILLSBOROUGHCOUNTY,33613,53933,46209,26435,31259,53314,46798,35910,24741,23175,48541,66659
New Hampshire,MERRIMACKCOUNTY,11940,18629,16794,11040,11315,18174,17558,15312,10329,8229,19235,21611
New Hampshire,ROCKINGHAMCOUNTY,21622,38032,37248,23011,19619,38413,38502,29811,15105,14613,35657,58074
New Hampshire,STRAFFORDCOUNTY,14521,15405,12970,7783,14957,15296,13393,10980,9092,7273,16598,16939
New Hampshire,SULLIVANCOUNTY,2914,5016,5129,4016,2441,5034,5325,4982,3867,2962,6217,4292
New Jersey,ATLANTICCOUNTY,20494,29757,27938,19340,19967,31820,30508,26708,24352,17738,28188,31307
New Jersey,BERGENCOUNTY,64420,119984,96975,60915,62527,124625,104043,91209,48129,37523,79898,178590
New Jersey,BURLINGTONCOUNTY,35408,56441,47746,29122,30361,56374,51009,43129,21454,20635,50605,75144
New Jersey,CAMDENCOUNTY,38812,64347,48701,30538,38259,68031,53774,45712,42972,26863,56019,65627
New Jersey,CAPEMAYCOUNTY,6462,8927,10459,9959,5373,8993,11574,13609,8268,6103,12625,13834
New Jersey,CUMBERLANDCOUNTY,12497,22015,13803,8847,10592,17890,14411,12869,14490,8460,15365,12539
New Jersey,ESSEXCOUNTY,62838,107173,72563,39575,62755,114142,79845,64508,76905,44149,74002,98397
New Jersey,GLOUCESTERCOUNTY,22645,35873,30564,18178,21417,38483,32658,26126,15196,14283,30299,47332
New Jersey,HUDSONCOUNTY,62908,113844,54059,30192,59270,106452,57636,46904,56288,35724,68576,100752
New Jersey,HUNTERDONCOUNTY,9402,13321,16030,10126,7582,14427,16832,12319,4503,3906,10890,28229
New Jersey,MERCERCOUNTY,32614,47341,35815,21356,32211,47129,38122,32355,25733,16339,34259,56100
New Jersey,MIDDLESEXCOUNTY,66821,113839,80343,48383,64323,111721,84037,70072,41860,34128,79154,132620
New Jersey,MONMOUTHCOUNTY,44247,71915,71008,43057,42032,74725,75544,61803,34319,24947,57121,122995
New Jersey,MORRISCOUNTY,34942,61349,55244,32326,33249,62443,57196,47118,19047,15742,43356,105404
New Jersey,OCEANCOUNTY,40068,62550,55938,50866,38338,62635,61519,78205,44098,36221,68445,80960
New Jersey,PASSAICCOUNTY,41722,63610,47270,28375,41784,64891,50126,42026,36358,23898,47431,61325
New Jersey,SALEMCOUNTY,4608,7221,6834,4578,4363,7516,7071,6535,6245,3977,6847,7849
New Jersey,SOMERSETCOUNTY,22932,41920,36906,19599,21913,43534,38507,29646,13814,10037,27706,68023
New Jersey,SUSSEXCOUNTY,10163,16737,17730,10514,9209,16749,18095,13128,6348,5447,16395,25990
New Jersey,UNIONCOUNTY,41466,74943,54341,30350,40059,76150,57618,46149,31883,26381,54520,80305
New Jersey,WARRENCOUNTY,7720,12450,12612,7489,7276,12604,13083,10672,7063,4887,13133,16953
New Mexico,BERNALILLOCOUNTY,57424,89495,61507,44004,55219,89150,67651,61896,76748,49111,82063,64299
New Mexico,CATRONCOUNTY,160,217,295,715,147,287,457,584,677,321,351,131
New Mexico,CHAVESCOUNTY,5664,7585,5632,4114,4945,7701,6029,5597,7957,4603,7121,4074
New Mexico,CIBOLACOUNTY,2296,3773,2445,1886,2006,2954,2528,2494,2816,1798,2495,1389
New Mexico,COLFAXCOUNTY,804,1210,1353,1452,654,1152,1388,1766,2439,1353,1447,815
New Mexico,CURRYCOUNTY,6123,6412,3682,2376,4291,5927,3849,3439,5803,3833,6518,2569
New Mexico,DEBACACOUNTY,186,136,121,114,151,154,106,157,258,85,146,72
New Mexico,DOÑAANACOUNTY,23709,23899,16226,14313,23315,24041,18839,18225,29334,14169,21755,14168
New Mexico,EDDYCOUNTY,4772,7545,5208,3458,4464,7123,5101,4529,5477,3152,6177,6903
New Mexico,GRANTCOUNTY,1774,2760,2506,3345,1740,2905,2860,3827,4429,2704,2606,1942
New Mexico,GUADALUPECOUNTY,363,910,495,408,148,290,474,403,650,446,199,130
New Mexico,HARDINGCOUNTY,41,46,38,72,54,40,28,43,77,57,26,30
New Mexico,HIDALGOCOUNTY,325,433,466,418,215,431,508,492,649,309,567,224
New Mexico,LEACOUNTY,6376,9548,5795,3134,5561,8687,5384,4244,5665,3897,8014,5681
New Mexico,LINCOLNCOUNTY,1263,1723,2172,2463,1035,1938,2429,2925,2948,1760,2171,1668
New Mexico,LOSALAMOSCOUNTY,1152,2549,2104,1347,1123,2303,2110,1763,595,502,1976,4751
New Mexico,LUNACOUNTY,1826,2692,1964,2033,1749,2448,2093,2540,4171,1741,2234,790
New Mexico,MCKINLEYCOUNTY,6265,8503,5755,3273,6344,8916,6624,5198,9271,3764,5462,2736
New Mexico,MORACOUNTY,275,273,675,521,207,486,601,830,1165,570,525,158
New Mexico,OTEROCOUNTY,7327,8047,5792,4905,5023,7479,6211,6038,7536,5252,7003,3449
New Mexico,QUAYCOUNTY,492,760,841,893,479,856,915,1079,1452,807,692,386
New Mexico,RIOARRIBACOUNTY,2728,4386,3960,3132,2650,4486,4223,4056,5007,2453,3316,2279
New Mexico,ROOSEVELTCOUNTY,2410,1994,1346,1103,2361,2049,1381,1418,2447,1599,1732,1193
New Mexico,SANDOVALCOUNTY,10065,18257,13713,11136,9740,18701,14982,14028,10464,9733,18030,14899
New Mexico,SANJUANCOUNTY,9895,15568,11420,7377,9575,15469,11767,10252,13639,9141,13030,8167
New Mexico,SANMIGUELCOUNTY,2284,3004,3112,2431,2124,3006,3006,3170,5498,2736,2382,1720
New Mexico,SANTAFECOUNTY,9736,17429,15443,15277,9489,17118,17556,19850,15112,11517,19502,17234
New Mexico,SIERRACOUNTY,578,951,1107,1779,418,1029,1183,2021,2424,933,1227,789
New Mexico,SOCORROCOUNTY,1675,1872,1457,1408,1181,1901,1625,1639,1991,1054,1142,864
New Mexico,TAOSCOUNTY,1985,3577,3575,3734,1808,3515,3878,4660,4614,2884,2633,2811
New Mexico,TORRANCECOUNTY,1271,1908,1607,1523,863,1642,1691,1600,2346,1084,1814,777
New Mexico,UNIONCOUNTY,354,767,431,286,153,455,247,515,604,275,413,115
New Mexico,VALENCIACOUNTY,6103,9202,7500,5657,5526,8802,7869,7196,7471,5070,8624,4856
New York,ALBANYCOUNTY,32357,35792,28968,19680,33313,36482,30907,29683,26521,20421,38110,43006
New York,ALLEGANYCOUNTY,5016,4687,4707,3650,4465,4810,4677,4546,5165,3596,6207,3069
New York,BRONXCOUNTY,130928,175034,113695,64906,132044,199119,137398,111887,197877,91792,130744,91902
New York,BROOMECOUNTY,19854,20145,19317,13868,18707,20256,19903,20708,24015,14042,24185,17101
New York,CATTARAUGUSCOUNTY,5664,8572,8323,6238,5456,8539,8391,7878,9738,6470,10577,5657
New York,CAYUGACOUNTY,6090,10005,8748,6022,5086,8564,8737,7819,7638,6268,9859,7490
New York,CHAUTAUQUACOUNTY,10301,14220,13755,10367,9488,14256,13927,14083,17237,10570,16107,9908
New York,CHEMUNGCOUNTY,6351,10485,8844,6075,5761,9650,9164,8862,9607,5787,11311,7325
New York,CHENANGOCOUNTY,3285,5378,5450,4251,3070,5278,5449,5107,6155,3833,6893,3899
New York,CLINTONCOUNTY,8427,10565,8753,5615,7503,8572,8539,7291,7543,5794,10859,7766
New York,COLUMBIACOUNTY,3921,6621,7239,6183,3532,6713,7263,7605,5319,4287,7784,8367
New York,CORTLANDCOUNTY,5359,5193,4636,3267,6218,4826,4633,4243,4005,3837,5986,4291
New York,DELAWARECOUNTY,3587,4543,5277,4700,2957,4632,5257,5670,5725,4007,5821,3635
New York,DUTCHESSCOUNTY,25398,35885,33195,20418,24131,34365,33555,28550,19155,15235,30487,45372
New York,ERIECOUNTY,76627,109429,92855,61940,75371,112179,100701,94458,101252,68064,119693,106137
New York,ESSEXCOUNTY,2840,4699,4560,3789,2024,3895,4519,4595,3791,3206,5483,3939
New York,FRANKLINCOUNTY,5518,7322,5594,3855,3188,5188,5221,4493,5478,3386,5960,3942
New York,FULTONCOUNTY,3795,6626,6018,4294,3385,6398,6001,5741,6142,4844,6858,4627
New York,GENESEECOUNTY,4464,6830,6707,4181,3923,6626,6542,5920,5457,4451,8327,5884
New York,GREENECOUNTY,4120,5885,5657,4164,2816,5088,5455,5585,4957,2898,5484,4396
New York,HAMILTONCOUNTY,283,397,608,625,196,392,605,685,277,295,541,322
New York,HERKIMERCOUNTY,4570,6846,6815,5155,4309,6880,6880,6936,6332,5075,8297,5644
New York,JEFFERSONCOUNTY,14671,14224,9145,6211,9498,12488,9449,8321,10885,9169,14689,8896
New York,KINGSCOUNTY,217246,356861,198369,131378,231969,386857,236429,213116,266427,142762,246401,321324
New York,LEWISCOUNTY,1830,3012,3000,2116,1737,2890,2969,2582,2518,2000,3639,2219
New York,LIVINGSTONCOUNTY,6328,7425,7067,4687,6520,6411,6980,6088,5266,5194,8485,6018
New York,MADISONCOUNTY,6441,7638,7961,5257,6509,7707,8111,7002,5975,4851,8462,7018
New York,MONROECOUNTY,64135,87043,72715,49457,63636,93023,79124,73001,75517,50584,90927,89125
New York,MONTGOMERYCOUNTY,3434,5900,4937,3689,3363,5997,5167,5048,5754,4332,5525,4316
New York,NASSAUCOUNTY,101523,162518,141277,91447,97356,166984,151926,136560,50791,42257,97961,261708
New York,NEWYORKCOUNTY,153913,252508,136661,96046,179815,256501,145766,159960,173999,78873,154436,353609
New York,NIAGARACOUNTY,15693,24226,23386,15944,15147,24773,24623,22427,22990,17769,27075,22834
New York,ONEIDACOUNTY,19081,27577,23657,16622,17137,26111,23886,24060,22792,15268,29637,22860
New York,ONONDAGACOUNTY,38378,53606,46234,29970,39898,56482,49795,44589,45011,31382,57379,54282
New York,ONTARIOCOUNTY,8189,12385,12008,8793,7743,12784,12621,12103,9067,8478,15146,13390
New York,ORANGECOUNTY,34340,45998,37386,21295,28538,46467,38392,29833,24313,18307,36290,52456
New York,ORLEANSCOUNTY,3329,4891,4703,2988,2712,4926,4972,3942,4249,3527,5468,3443
New York,OSWEGOCOUNTY,10293,13573,13224,8055,9746,13656,13035,10322,11276,8069,15370,11389
New York,OTSEGOCOUNTY,6046,6003,6085,5220,7011,5878,6490,6759,6029,4404,7918,5380
New York,PUTNAMCOUNTY,7298,12314,11849,7251,6333,12084,12064,9328,3704,3459,9078,18693
New York,QUEENSCOUNTY,178130,320252,217355,134738,180109,322822,235487,207482,162187,118998,231885,273665
New York,RENSSELAERCOUNTY,14613,19635,16344,10909,12654,20238,17423,15045,12954,10047,20529,21863
New York,RICHMONDCOUNTY,36909,59734,47317,30215,35823,62597,51922,43990,31023,20412,43562,72762
New York,ROCKLANDCOUNTY,25295,36245,29170,19508,24035,36448,30932,29161,16477,11927,24335,48302
New York,ST.LAWRENCECOUNTY,11536,12585,11180,7871,9850,11587,11013,10143,12720,7852,12931,8962
New York,SARATOGACOUNTY,16916,29298,25048,16865,15463,29209,26062,22812,14018,11826,28937,40385
New York,SCHENECTADYCOUNTY,12158,19219,15321,10264,12028,19583,16562,15160,12513,9589,18189,17495
New York,SCHOHARIECOUNTY,2500,3396,3526,2856,2445,3310,3695,3519,2928,2767,4116,3231
New York,SCHUYLERCOUNTY,1217,2011,2182,1571,1065,2044,2131,2000,2094,1473,2359,1558
New York,SENECACOUNTY,2977,4591,3762,2548,2295,3579,3659,3560,3517,2626,4768,2793
New York,STEUBENCOUNTY,6525,11447,10559,7790,6253,11202,10565,10015,10547,8075,12778,9034
New York,SUFFOLKCOUNTY,116291,180282,162475,97385,109438,180019,168429,140934,61751,51387,122415,261041
New York,SULLIVANCOUNTY,5571,9368,8635,6363,4910,8393,8185,7407,7258,5226,8423,7882
New York,TIOGACOUNTY,3186,5545,5573,4005,3025,5445,5793,5209,4531,4046,7187,5148
New York,TOMPKINSCOUNTY,17336,10354,8230,5927,16869,10991,8748,8087,10274,7405,12312,11486
New York,ULSTERCOUNTY,14163,22317,20073,14181,13605,20782,20608,19311,16812,10278,20959,22186
New York,WARRENCOUNTY,4327,7284,7272,5871,4198,7385,7762,7711,5837,5428,8919,8998
New York,WASHINGTONCOUNTY,4904,8034,7211,4913,3800,6895,7020,6345,5771,3606,8496,5678
New York,WAYNECOUNTY,6138,10499,10349,7257,5812,10487,10562,9045,8230,6487,13023,9644
New York,WESTCHESTERCOUNTY,70004,121634,97331,60919,69939,125628,105436,95567,57767,39645,81150,176071
New York,WYOMINGCOUNTY,3502,6007,4694,3172,2459,4290,4233,3747,3567,2802,6091,3478
New York,YATESCOUNTY,1934,2393,2457,2236,2281,2437,2695,2751,2259,1741,2944,1908
North Carolina,ALAMANCECOUNTY,13221,19132,15856,10535,14894,20936,17361,16100,18618,13786,19530,14187
North Carolina,ALEXANDERCOUNTY,2821,4918,4069,3189,2175,4321,3908,4077,3956,2959,4404,2788
North Carolina,ALLEGHANYCOUNTY,643,1199,1269,1243,542,1163,1316,1635,1904,1277,1284,626
North Carolina,ANSONCOUNTY,2027,3390,2656,1793,1715,2702,2512,2580,3968,1603,2778,1283
North Carolina,ASHECOUNTY,1528,3160,2996,2898,1494,3002,3217,3718,4188,2956,3296,1627
North Carolina,AVERYCOUNTY,1572,2957,2026,1640,1161,1686,1717,2059,2177,1712,1644,1091
North Carolina,BEAUFORTCOUNTY,2856,4881,4882,4529,2943,5445,5490,6185,6905,3779,5975,3853
North Carolina,BERTIECOUNTY,1718,2277,2125,1731,1140,1940,2284,2527,3626,1784,1721,990
North Carolina,BLADENCOUNTY,2212,3534,3386,3105,2259,3840,3831,4096,5512,2893,3342,1745
North Carolina,BRUNSWICKCOUNTY,6874,12872,14601,19545,6678,13834,18258,22511,13740,11348,20829,14152
North Carolina,BUNCOMBECOUNTY,18576,34496,24199,19885,19412,35411,27568,29295,27153,20364,32284,25027
North Carolina,BURKECOUNTY,7570,10790,9940,7033,5886,10661,10305,10161,11651,8738,10555,5378
North Carolina,CABARRUSCOUNTY,15034,28989,19097,10810,14773,31121,20462,15825,13098,11808,23803,24034
North Carolina,CALDWELLCOUNTY,5699,9996,8753,7024,5398,9760,9284,8968,10723,7053,9842,5331
North Carolina,CAMDENCOUNTY,707,1297,1214,784,570,1519,1053,1001,767,1050,1309,917
North Carolina,CARTERETCOUNTY,4166,7644,7833,7358,3631,7843,8772,9286,7718,5686,9673,7125
North Carolina,CASWELLCOUNTY,1753,2860,2542,2007,1304,2410,2668,2721,2950,1875,2967,1372
North Carolina,CATAWBACOUNTY,11643,19066,16518,11352,11469,19626,16923,15797,16426,12821,20768,13255
North Carolina,CHATHAMCOUNTY,3471,8532,7625,6673,3801,8501,8493,9882,6671,4264,8124,10760
North Carolina,CHEROKEECOUNTY,1617,2835,3128,3660,1525,2798,3431,4484,4387,3124,3494,1657
North Carolina,CHOWANCOUNTY,850,1378,1535,1306,620,1663,1672,1996,2152,1744,1852,1004
North Carolina,CLAYCOUNTY,643,993,1160,1533,614,1025,1387,1880,1716,1392,1359,970
North Carolina,CLEVELANDCOUNTY,7553,10657,10133,7156,7592,11630,10634,10153,12787,7995,10494,5537
North Carolina,COLUMBUSCOUNTY,4583,6821,5596,4473,3699,6271,5866,6343,8856,4093,5813,3042
North Carolina,CRAVENCOUNTY,11888,11090,8620,8010,8081,11184,9594,10928,11107,8176,13137,8656
North Carolina,CUMBERLANDCOUNTY,43772,39347,24189,15573,32589,42953,29020,23079,39118,26817,39912,21724
North Carolina,CURRITUCKCOUNTY,1604,3499,3192,1984,1624,3565,3214,2350,1860,1428,4056,3508
North Carolina,DARECOUNTY,2093,4503,4340,3430,1917,4306,4786,4112,2858,3006,5635,4437
North Carolina,DAVIDSONCOUNTY,11488,19962,17876,12482,11320,20812,18412,16802,19654,13887,21619,12460
North Carolina,DAVIECOUNTY,2495,4878,4697,3732,2537,5093,5023,4845,3398,3251,5389,4407
North Carolina,DUPLINCOUNTY,4161,6693,5743,4462,3994,7028,6267,6092,7023,5563,6430,3083
North Carolina,DURHAMCOUNTY,29819,45271,25667,15764,32024,47528,29790,24018,28168,24599,38996,39277
North Carolina,EDGECOMBECOUNTY,3529,5311,5004,3905,3933,6271,5997,5989,7924,4885,5346,2897
North Carolina,FORSYTHCOUNTY,29915,44556,34944,23213,32722,49372,39470,34751,41348,30262,44685,34237
North Carolina,FRANKLINCOUNTY,5144,8539,7227,4965,4482,8514,7662,6319,6408,5061,8657,5907
North Carolina,GASTONCOUNTY,16700,27819,21851,13957,16387,30257,23231,20558,24212,16526,26373,18731
North Carolina,GATESCOUNTY,738,1181,1475,983,758,1255,1427,1281,1288,1551,1392,828
North Carolina,GRAHAMCOUNTY,519,863,934,766,583,954,949,1077,1191,831,929,506
North Carolina,GRANVILLECOUNTY,4747,7925,6868,4245,3779,7288,6728,5674,5244,4231,6829,5407
North Carolina,GREENECOUNTY,2008,3536,2175,1426,1260,2242,2085,1928,2599,1455,2322,839
North Carolina,GUILFORDCOUNTY,46004,63737,47936,30759,51058,71463,53238,46412,55045,42855,61297,51008
North Carolina,HALIFAXCOUNTY,3609,5568,5258,4186,3403,5630,5850,6067,9142,4074,5169,2519
North Carolina,HARNETTCOUNTY,11065,19036,11193,6644,10984,18587,11578,9567,12571,9306,16007,9432
North Carolina,HAYWOODCOUNTY,3914,6875,6470,6413,3667,7208,7226,8336,8138,4725,8659,5212
North Carolina,HENDERSONCOUNTY,6660,12942,11628,11881,6539,13582,12813,16690,11769,9825,16925,11578
North Carolina,HERTFORDCOUNTY,2313,2764,2405,1867,1872,2409,2742,2771,3172,2436,2536,1007
North Carolina,HOKECOUNTY,4674,7922,4260,2206,4545,7893,4903,3001,5436,3307,5737,3705
North Carolina,HYDECOUNTY,290,821,539,487,190,612,553,512,759,293,870,91
North Carolina,IREDELLCOUNTY,13091,22862,18473,11557,12196,23513,19269,15668,14339,12836,22291,19217
North Carolina,JACKSONCOUNTY,5226,4586,3647,3583,5406,4597,4113,4667,5108,3875,5269,2633
North Carolina,JOHNSTONCOUNTY,14216,27721,19541,10745,13959,28914,20078,15286,16476,12276,22577,20262
North Carolina,JONESCOUNTY,616,1014,1051,960,563,1045,1197,1231,1783,514,1218,495
North Carolina,LEECOUNTY,4469,7441,5847,4029,4433,7833,6275,5659,6329,4339,7377,4348
North Carolina,LENOIRCOUNTY,3936,5980,5932,4189,3815,6473,6345,6401,8666,5289,6320,3249
North Carolina,LINCOLNCOUNTY,5542,10579,9515,6405,5310,10918,9873,8074,8368,6008,10519,8871
North Carolina,MCDOWELLCOUNTY,3149,5760,4669,3919,2873,5390,5147,5009,5266,4568,5786,2756
North Carolina,MACONCOUNTY,2039,3487,3607,4093,1962,3693,3990,5570,5518,3188,4858,2727
North Carolina,MADISONCOUNTY,1899,2409,2180,2085,1576,2502,2364,2625,2771,1864,2327,1622
North Carolina,MARTINCOUNTY,1419,2156,2397,2052,1459,2709,2679,2987,3688,2282,3011,879
North Carolina,MECKLENBURGCOUNTY,95266,158797,90343,46333,99835,169868,100542,71325,77708,76533,129317,141973
North Carolina,MITCHELLCOUNTY,995,1677,1573,1519,960,1562,1710,2008,1923,1414,2113,1018
North Carolina,MONTGOMERYCOUNTY,2031,2911,2802,2407,1907,3172,2891,3004,3296,2648,3487,1234
North Carolina,MOORECOUNTY,5845,11565,8957,9477,5774,11836,10155,13338,9216,6951,13180,11496
North Carolina,NASHCOUNTY,7233,10525,9497,6506,7129,11439,10557,9865,10904,6936,11386,7281
North Carolina,NEWHANOVERCOUNTY,21703,28477,20560,15844,23796,29530,23604,23299,26012,17954,28795,25789
North Carolina,NORTHAMPTONCOUNTY,1333,2006,2206,1924,1191,1877,2515,2876,3207,2372,2132,1021
North Carolina,ONSLOWCOUNTY,44332,22472,10794,7510,20000,21680,12737,10136,16709,14432,22874,11396
North Carolina,ORANGECOUNTY,16672,16451,12756,8567,19865,17496,14013,11486,10162,8182,14754,20269
